ott_id,key,treeID,correctedID,genusKey,familyKey,speciesKey,scientificNameGBIF,scientifcNameGBIF_genera,Order,Suborder,Infraorder,Family,Genus,Scientific name,Range centroid of latitude,Body mass,Mean clutch size,Freshwater,Marine,Terrestrial,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Diet,Nocturnal,Forest,GenLength(modeled),Survival,Age at first breeding,Max longevity,chickPC1,hatchlingPC1,BMRnames,BMR.species.OTU,BMR.species.Metabolic.rate.Ryan,BMR.species.Body.Mass,BMR.species.bmr.sd,BMR.species.n.sd,BMR.species.se.sd,BMR.species.cov.sd,BMR.species.sd.bmr.est,BMR.species.sd.mass.est,BMR.species.se.bmr.est.1,BMR.species.se.mass.est.1,BMR.species.se.bmr.est.10,BMR.species.se.mass.est.10,BMR.species.se.bmr.est.20,BMR.species.se.mass.est.20,BMR.species.key
82196,Fulmarus glacialoides,Fulmarus_glacialoides_1,Fulmarus_glacialoides_1,2481431,9339,2481432,Fulmarus glacialoides,Fulmarus,PROCELLARIIFORMES,PROCELLARIIFORMES,PROCELLARIIFORMES,Procellariidae,Fulmarus,Fulmarus glacialoides,-52.73,793.42,1,0,1,y,0,300,Full Migrant,127000000,Omnivore,0,0,23.293908,92.5,10,52,-0.578863373,0.659994262,Fulmarus glacialoides,Fulmarus glacialoides,5.18245,780,NA,1,NA,NA,3.44274937107288,165.938410833548,3.44274937107288,165.938410833548,1.08869294257025,52.474332954277,0.769822162321361,37.10495667021,Fulmarus glacialoides
799151,Furnarius rufus,Furnarius_rufus_1,Furnarius_rufus_1,2485812,5243,2485821,Furnarius rufus,Furnarius,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Furnariidae,Furnarius,Furnarius rufus,-22.97,46.42,3.5,0,0,y,0,3500,Not a Migrant,7630000,Invertebrate,0,0,3.43531428,71,NA,NA,-2.524622143,-0.81905042,Lochmias nematura,Lochmias nematura,0.34,30.5,NA,1,NA,NA,0.0704220641426829,3.52834862958303,0.0704220641426829,3.52834862958303,0.0222694120221351,1.11576180486161,0.0157468522538889,0.788962738406588,Furnarius rufus
721164,Galbula dea,Galbula_dea_1,Galbula_dea_1,7772409,5244,5228256,Galbula dea,Galbula,PICIFORMES,PICIFORMES,PICIFORMES,Galbulidae,Galbula,Galbula dea,-3.81,27.4,NA,1,0,y,0,1100,Not a Migrant,6560000,Invertebrate,0,1,2.685278849,NA,NA,NA,-2.73187365,-1.594162859,Galbula cyanescens,Galbula cyanescens,0.23,24,NA,1,NA,NA,0.0403026863399583,2.65411967890144,0.0403026863399583,2.65411967890144,0.0127448284657624,0.83930633680033,0.0090119546331999,0.593479202244353,Galbula dea
153563,Gallus gallus,Gallus_gallus_1,Gallus_gallus_1,2473720,9331,9326020,Gallus gallus,Gallus,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Gallus,Gallus gallus,16.29,751.72,6.5,0,0,y,0,2000,Not a Migrant,33900000,Omnivore,0,0,5.282605098,NA,1,30,2.332707179,3.017501096,Gallus gallus,Gallus gallus,5.00833333333333,2205.33333333333,1.72194899266306,3,0.994167714444824,0.000780811211908885,3.27879139262882,570.372747857557,3.27879139262882,570.372747857557,1.03684487732625,180.36769985188,0.733160043795925,127.539223672284,Gallus gallus
1057518,Gavia immer,Gavia_immer_1,Gavia_immer_1,2481954,9312,2481962,Gavia immer,Gavia,GAVIIFORMES,GAVIIFORMES,GAVIIFORMES,Gaviidae,Gavia,Gavia immer,58.05,4956.8100000000004,2,1,1,y,0,500,Full Migrant,27200000,VertFishScav,0,0,11.29641116,91.5,2.5,29.833333329999999,1.428029341,1.827260751,Gavia immer,Gavia immer,NA,4956.81,NA,NA,NA,NA,NA,1492.76173750186,NA,1492.76173750186,NA,472.052709445627,NA,333.791671926486,Gavia immer
427708,Glareola nuchalis,Glareola_nuchalis_1,Glareola_nuchalis_1,2480753,5245,2480756,Glareola nuchalis,Glareola,CHARADRIIFORMES,LARI,LARI,Glareolidae,Glareola,Glareola nuchalis,-2.5,62.7,2,1,1,y,0,0,Full Migrant,17100000,Invertebrate,0,0,3.862911091,NA,NA,NA,1.3449995,1.827260751,Glareola nuchalis,Glareola nuchalis,NA,62.7,NA,NA,NA,NA,NA,8.3053565323852,NA,8.3053565323852,NA,2.62638434220952,NA,1.85713417837852,Glareola nuchalis
1092987,Haematopus palliatus,Haematopus_palliatus_1,Haematopus_palliatus_1,2480260,4287243,2480273,Haematopus palliatus,Haematopus,CHARADRIIFORMES,CHARADRII,CHARADRII,Haematopodidae,Haematopus,Haematopus palliatus,-1.41,601.45000000000005,2.5,0,1,y,0,0,Full Migrant,44300000,Invertebrate,0,0,10.57979184,89.2,3.4896933190000001,26.5,1.407271881,1.827260751,Haematopus ostralegus,Haematopus ostralegus,2.91,501.5,0,2,0,0,1.51019290633324,98.1910624172298,1.51019290633324,98.1910624172298,0.477564929024238,31.0507403110205,0.337689399769911,21.9561890347851,Haematopus palliatus
440618,Heliornis fulica,Heliornis_fulica_1,Heliornis_fulica_1,2474342,5246,2474343,Heliornis fulica,Heliornis,GRUIFORMES,GRUIFORMES,GRUIFORMES,Heliornithidae,Heliornis,Heliornis fulica,-4.4000000000000004,132,2.5,1,0,y,0,0,Not a Migrant,16700000,Omnivore,0,0,4.541674776,NA,NA,NA,1.428029341,1.827260751,Heliornis fulica,Heliornis fulica,NA,132,NA,NA,NA,NA,NA,20.1106825572486,NA,20.1106825572486,NA,6.35955621815252,NA,4.49688532719272,Heliornis fulica
1077292,Hemiprocne comata,Hemiprocne_comata_1,Hemiprocne_comata_1,2477439,5247,2477440,Hemiprocne comata,Hemiprocne,CAPRIMULGIFORMES,CAPRIMULGIFORMES,CAPRIMULGIFORMES,Hemiprocnidae,Hemiprocne,Hemiprocne comata,3.15,20.63,NA,1,0,y,0,1100,Not a Migrant,6510000,Invertebrate,0,1,2.546139483,NA,NA,NA,-3.250002417,-1.20660664,Hemiprocne comata,Hemiprocne comata,NA,20.63,NA,NA,NA,NA,NA,2.21747424965398,NA,2.21747424965398,NA,0.701226928167943,NA,0.495842316058164,Hemiprocne comata
72378,Hirundinea ferruginea,Hirundinea_ferruginea_1,Hirundinea_ferruginea_1,2483241,5291,2483242,Hirundinea ferruginea,Hirundinea,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Tyrannidae,Hirundinea,Hirundinea ferruginea,1.42,30.6,NA,0,0,y,0,3900,Full Migrant,4690000,Invertebrate,0,1,2.534393376,NA,NA,NA,-1.900016091,-1.20660664,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,0.2,10.7,NA,1,NA,NA,0.0330117182492652,1.01661986806098,0.0330117182492652,1.01661986806098,0.0104392219143424,0.321483429765257,0.00738164460594274,0.227323113226122,Hirundinea ferruginea
944658,Hydrobates leucorhous,Oceanodroma_leucorhoa_1,Hydrobates_leucorhous_1,2481998,5249,2482012,Hydrobates leucorhoa,Hydrobates,PROCELLARIIFORMES,PROCELLARIIFORMES,PROCELLARIIFORMES,Hydrobatidae,Hydrobates,Hydrobates leucorhous,23.78,36.71,1,0,1,y,0,NA,Full Migrant,330000000,Omnivore,0,0,14.81217019,NA,5,36,-1.459682276,-0.431494201,Hydrobates leucorhoa,Hydrobates leucorhous,NA,36.71,NA,NA,NA,NA,NA,4.39726141791538,NA,4.39726141791538,NA,1.39053615477941,NA,0.98325754452959,Hydrobates leucorhous
541983,Hymenops perspicillatus,Hymenops_perspicillatus_1,Hymenops_perspicillatus_1,2483856,5291,2483857,Hymenops perspicillatus,Hymenops,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Tyrannidae,Hymenops,Hymenops perspicillatus,-34.57,22.9,3,1,0,y,0,3350,Full Migrant,3740000,Invertebrate,0,0,3.545232779,76.2,NA,NA,-2.048745476,-1.20660664,Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,0.26,13.6,NA,1,NA,NA,0.0480130441482432,1.35172584809766,0.0480130441482432,1.35172584809766,0.0151830576906668,0.427453245211139,0.010736043052217,0.302255088328992,Hymenops perspicillatus
438659,Ibycter americanus,Ibycter_americanus_1,Ibycter_americanus_1,2480993,5240,2480994,Ibycter americanus,Ibycter,FALCONIFORMES,FALCONIFORMES,FALCONIFORMES,Falconidae,Ibycter,Ibycter americanus,-4.3499999999999996,624,2.5,0,0,y,0,1400,Not a Migrant,10700000,Invertebrate,0,0,6.350427961,NA,NA,NA,-0.578863373,0.659994262,Daptrius ater,Daptrius ater,1.199,362,NA,1,NA,NA,0.425808771619358,66.665998572932,0.425808771619358,66.665998572932,0.134652556599564,21.081639798,0.0952137358756568,14.906970459698,Ibycter americanus
130073,Indicator exilis,Indicator_exilis_1,Indicator_exilis_1,5429212,9699,5228981,Indicator exilis,Indicator,PICIFORMES,PICIFORMES,PICIFORMES,Indicatoridae,Indicator,Indicator exilis,1.24,17.920000000000002,NA,0,0,y,0,2400,Not a Migrant,8580000,FruiNect,0,1,2.744379936,NA,NA,NA,-3.301815293,-1.594162859,Indicator exilis,Indicator exilis,NA,17.92,NA,NA,NA,NA,NA,1.87586998466973,NA,1.87586998466973,NA,0.593202174590148,NA,0.4194572802673,Indicator exilis
145222,Ixobrychus minutus,Ixobrychus_minutus_1,Ixobrychus_minutus_1,2480843,3685,2480850,Ixobrychus minutus,Ixobrychus,PELECANIFORMES,PELECANIFORMES,PELECANIFORMES,Ardeidae,Ixobrychus,Ixobrychus minutus,21.65,99.49,5.5,1,0,y,0,1800,Full Migrant,69600000,Invertebrate,0,0,3.333237926,NA,1,16.899999999999999,-0.332652064,0.659994262,Botaurus lentiginosus,Botaurus lentiginosus,2.7412,600,NA,1,NA,NA,1.38668285015586,121.50358242813,1.38668285015586,121.50358242813,0.438507619878649,38.4228064342904,0.310071711618166,27.1690269819049,Ixobrychus minutus
332005,Jacana jacana,Jacana_jacana_1,Jacana_jacana_1,2481845,9314,2481846,Jacana jacana,Jacana,CHARADRIIFORMES,SCOLOPACI,SCOLOPACI,Jacanidae,Jacana,Jacana jacana,-10.26,106.24,4,1,0,y,0,900,Full Migrant,17100000,Invertebrate,0,0,3.294872734,NA,NA,NA,2.311949719,3.017501096,Jacana jacana,Jacana jacana,1.01,107,NA,1,NA,NA,0.333307284018435,15.6710608750477,0.333307284018435,15.6710608750477,0.10540101782229,4.95562457163021,0.074529774446105,3.5041557396144,Jacana jacana
467846,Jynx torquilla,Jynx_torquilla_1,Jynx_torquilla_1,2478152,9333,8012314,Jynx torquilla,Jynx,PICIFORMES,PICIFORMES,PICIFORMES,Picidae,Jynx,Jynx torquilla,53.38,34.96,9.5,0,1,y,0,3300,Full Migrant,38400000,Invertebrate,0,0,2.279290105,45.6,1,10,-2.57643502,-1.594162859,Jynx torquilla,Jynx torquilla,0.35845,31.8,NA,1,NA,NA,0.0759410939195503,3.70770872235195,0.0759410939195503,3.70770872235195,0.0240146824790543,1.1724804463105,0.016980944828981,0.829068874394786,Jynx torquilla
938686,Larus cirrocephalus,Chroicocephalus_cirrocephalus_1,Larus_cirrocephalus_1,4848452,9316,6065820,Larus cirrocephalus,Larus,CHARADRIIFORMES,LARI,LARI,Laridae,Larus,Larus cirrocephalus,-15.89,374.69,2.5,1,1,y,0,1000,Full Migrant,72000000,VertFishScav,0,0,7.278131681,NA,NA,7.9183333329999996,-0.06280508,0.659994262,Larus argentatus,Larus argentatus,4.8,1000,NA,1,NA,NA,3.08579864903374,222.911278731115,3.08579864903374,222.911278731115,0.975815213161715,70.4907356930972,0.690005554411645,49.8444772194177,Larus cirrocephalus
109888,Leipoa ocellata,Leipoa_ocellata_1,Leipoa_ocellata_1,2482151,9318,2482152,Leipoa ocellata,Leipoa,GALLIFORMES,GALLIFORMES,GALLIFORMES,Megapodiidae,Leipoa,Leipoa ocellata,-32.1,1913.89,4,0,0,y,0,0,Not a Migrant,3290000,PlantSeed,0,0,9.399378425,NA,3.5,28.5,2.332707179,3.017501096,Leipoa ocellata,Leipoa ocellata,4.035633333,1390,NA,1,NA,NA,2.40885259319893,329.628699553252,2.40885259319893,329.628699553252,0.761746074211166,104.23774727476,0.538635814616946,73.7072179535926,Leipoa ocellata
729977,Lepidocolaptes angustirostris,Lepidocolaptes_angustirostr_1,Lepidocolaptes_angustirostris_1,2486010,5243,2486024,Lepidocolaptes angustirostris,Lepidocolaptes,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Furnariidae,Lepidocolaptes,Lepidocolaptes angustirostris,-18.89,29.59,3.5,0,0,y,0,3000,Not a Migrant,10300000,Invertebrate,0,0,2.672905521,NA,NA,NA,-2.524622143,-0.81905042,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,0.22,32.6,NA,1,NA,NA,0.0378241886256155,3.81877481258327,0.0378241886256155,3.81877481258327,0.0119610586704779,1.20760262790458,0.00845774569606506,0.853904007170022,Lepidocolaptes angustirostris
464691,Leptoptilos crumenifer,Leptoptilos_crumeniferus_1,Leptoptilos_crumenifer_1,2481944,9289,9772663,Leptoptilos crumenifer,Leptoptilos,CICONIIFORMES,CICONIIFORMES,CICONIIFORMES,Ciconiidae,Leptoptilos,Leptoptilos crumenifer,-3.19,6067.87,2.5,1,0,y,0,0,Not a Migrant,24000000,VertFishScav,0,0,12.72940641,NA,3.9978094190000002,41,-0.578863373,0.659994262,Leptoptilos javanicus,Leptoptilos javanicus,14.867,5710,NA,1,NA,NA,15.5025761029073,1765.91661955261,15.5025761029073,1765.91661955261,4.90234500852841,558.431867573127,3.46648139924646,394.870960391626,Leptoptilos crumenifer
897867,Leptosomus discolor,Leptosomus_discolor_1,Leptosomus_discolor_1,10158656,2475897,5228431,Leptosomus discolor,Leptosomus,LEPTOSOMIFORMES,LEPTOSOMIFORMES,LEPTOSOMIFORMES,Leptosomidae,Leptosomus,Leptosomus discolor,-19.36,255,4.5,0,0,y,0,2000,Not a Migrant,928000,Invertebrate,0,1,4.14340783,NA,NA,NA,-2.997647279,-1.594162859,Leptosomus discolor,Leptosomus discolor,NA,255,NA,NA,NA,NA,NA,43.9680799822754,NA,43.9680799822754,NA,13.9039277088446,NA,9.83156156805155,Leptosomus discolor
534763,Leptotila rufaxilla,Leptotila_rufaxilla_1,Leptotila_rufaxilla_1,2496059,5233,2496081,Leptotila rufaxilla,Leptotila,COLUMBIFORMES,COLUMBIFORMES,COLUMBIFORMES,Columbidae,Leptotila,Leptotila rufaxilla,-8.9700000000000006,157,1.5,0,0,y,0,2200,Not a Migrant,14300000,PlantSeed,0,1,4.572896378,NA,NA,NA,-1.521055931,-0.81905042,Leptotila rufaxilla,Leptotila rufaxilla,0.69,150.6,NA,1,NA,NA,0.193454760617112,23.520015351837,0.193454760617112,23.520015351837,0.0611757667752714,7.43768191139314,0.0432577995310811,5.25923531585461,Leptotila rufaxilla
304018,Limosa lapponica,Limosa_lapponica_1,Limosa_lapponica_1,2481679,5282,2481681,Limosa lapponica,Limosa,CHARADRIIFORMES,SCOLOPACI,SCOLOPACI,Scolopacidae,Limosa,Limosa lapponica,69.14,291.64999999999998,3.5,1,1,y,0,440,Full Migrant,9050000,Invertebrate,0,0,8.434449747,86.2,2,34,2.301570989,3.017501096,Limosa lapponica,Limosa lapponica,1.52,240,NA,1,NA,NA,0.59746899792753,40.9129039913979,0.59746899792753,40.9129039913979,0.188936286478942,12.9377962304611,0.133598129381464,9.14840344816881,Limosa lapponica
383917,Lophoceros camurus,Tockus_camurus_1,Lophoceros_camurus_1,2475953,9720,2475978,Lophoceros camurus,Lophoceros,BUCEROTIFORMES,BUCEROTIFORMES,BUCEROTIFORMES,Bucerotidae,Lophoceros,Lophoceros camurus,1.99,103.76,NA,1,0,y,0,800,Not a Migrant,4570000,Invertebrate,0,1,3.746509426,NA,NA,NA,-2.317370637,-1.594162859,Lophoceros camurus,Lophoceros camurus,NA,103.76,NA,NA,NA,NA,NA,15.1089703778556,NA,15.1089703778556,NA,4.77787594940386,NA,3.37846848349159,Lophoceros camurus
187883,Lophorina superba,Lophorina_superba_1,Lophorina_superba_1,2494915,5711,2494916,Lophorina superba,Lophorina,PASSERIFORMES,PASSERI,CORVOID OSCINES,Paradisaeidae,Lophorina,Lophorina superba,-5.31,76.66,2,0,0,y,0,0,Not a Migrant,618000,FruiNect,0,1,3.801570825,NA,NA,NA,-2.513920317,-1.594162859,Lophorina superba,Lophorina superba,NA,76.66,NA,NA,NA,NA,NA,10.5454942463368,NA,10.5454942463368,NA,3.33477808706249,NA,2.35804419911419,Lophorina superba
483809,Lyncornis macrotis,Eurostopodus_macrotis_1,Lyncornis_macrotis_1,4843139,5225,6101186,Lyncornis macrotis,Lyncornis,CAPRIMULGIFORMES,CAPRIMULGIFORMES,CAPRIMULGIFORMES,Caprimulgidae,Lyncornis,Lyncornis macrotis,15.83,140.63999999999999,1,0,0,y,0,1000,Not a Migrant,13100000,Invertebrate,1,1,5.255720176,NA,NA,NA,1.217576525,1.827260751,Eurostopodus argus,Eurostopodus argus,0.407,88,NA,1,NA,NA,0.0910424561688575,12.4234150572948,0.0910424561688575,12.4234150572948,0.0287901525269637,3.92862878986829,0.0203577120832111,2.77796005808057,Lyncornis macrotis
511916,Malurus splendens,Malurus_splendens_1,Malurus_splendens_1,2487494,5251,2487511,Malurus splendens,Malurus,PASSERIFORMES,PASSERI,BASAL OSCINES,Maluridae,Malurus,Malurus splendens,-28.18,9.39,3,1,0,y,0,0,Not a Migrant,5350000,Invertebrate,0,0,3.798851043,65,2,11,-1.876274606,-1.594162859,Malurus cyaneus,Malurus cyaneus,0.16415,6.7625,0.015472987214282,4,0.00773649360714099,0.00228805725904355,0.024898680761824,0.589427110228513,0.024898680761824,0.589427110228513,0.00787365419407802,0.186393218297323,0.00556751427335047,0.131799908625222,Malurus splendens
308571,Megaloprepia magnifica,Ptilinopus_magnificus_1,Megaloprepia_magnifica_1,2495499,5233,2495643,Megaloprepia magnifica,Megaloprepia,COLUMBIFORMES,COLUMBIFORMES,COLUMBIFORMES,Columbidae,Megaloprepia,Megaloprepia magnifica,-12.03,185.41,1,0,0,y,0,1400,Not a Migrant,4050000,FruiNect,0,1,5.49149744,NA,NA,NA,-1.676494561,-0.81905042,Ptilinopus superbus,Ptilinopus superbus,0.758,120.4,0.00282842712474619,2,0.002,2.34919196407491e-05,0.221239863822245,18.0290005366622,0.221239863822245,18.0290005366622,0.0699621878903779,5.70127056322507,0.0494707374839336,4.0314070766357,Megaloprepia magnifica
452469,Melanopareia maximiliani,Melanopareia_maximilian_1,Melanopareia_maximiliani_1,2491014,6100784,2491016,Melanopareia maximiliani,Melanopareia,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Melanopareiidae,Melanopareia,Melanopareia maximiliani,-25.02,18,NA,0,0,y,1200,2950,Not a Migrant,1230000,Invertebrate,0,0,2.579203225,NA,NA,NA,-2.524622143,-1.594162859,Melanopareia maximiliani,Melanopareia maximiliani,NA,18,NA,NA,NA,NA,NA,1.88582245938919,NA,1.88582245938919,NA,0.596349423437024,NA,0.421682721269007,Melanopareia maximiliani
531206,Menura novaehollandiae,Menura_novaehollandiae_1,Menura_novaehollandiae_1,2488978,5253,2488980,Menura novaehollandiae,Menura,PASSERIFORMES,PASSERI,BASAL OSCINES,Menuridae,Menura,Menura novaehollandiae,-32.65,972.62,1,0,0,y,0,0,Not a Migrant,475000,Invertebrate,0,1,12.67217157,NA,6.5,26,-1.841493969,-0.81905042,Menura novaehollandiae,Menura novaehollandiae,NA,972.62,NA,NA,NA,NA,NA,215.679707311675,NA,215.679707311675,NA,68.2039120183363,NA,48.2274486916163,Menura novaehollandiae
724982,Merops muelleri,Merops_muelleri_1,Merops_muelleri_1,2475391,9320,2475400,Merops muelleri,Merops,CORACIIFORMES,CORACIIFORMES,CORACIIFORMES,Meropidae,Merops,Merops muelleri,0.62,22.5,NA,0,0,y,0,1200,Not a Migrant,2690000,Invertebrate,0,1,2.956943167,NA,NA,NA,-2.939125157,-1.594162859,Merops apiaster,Merops apiaster,0.36,55,NA,1,NA,NA,0.0764103998063164,7.10818533106881,0.0764103998063164,7.10818533106881,0.0241630900312048,2.24780556767755,0.017085884815486,1.58943855969367,Merops muelleri
966316,Mesitornis unicolor,Mesitornis_unicolor_1,Mesitornis_unicolor_1,2474843,5254,2474846,Mesitornis unicolor,Mesitornis,MESITORNITHIFORMES,MESITORNITHIFORMES,MESITORNITHIFORMES,Mesitornithidae,Mesitornis,Mesitornis unicolor,-18.079999999999998,148,1,0,0,y,0,1200,Altitudil Migrant,140000,Invertebrate,0,1,5.212265629,NA,NA,NA,1.055778426,1.439704531,Mesitornis unicolor,Mesitornis unicolor,NA,148,NA,NA,NA,NA,NA,23.038431462499,NA,23.038431462499,NA,7.28539171391809,NA,5.15154988451177,Mesitornis unicolor
1015190,Micrastur gilvicollis,Micrastur_gilvicollis_1,Micrastur_gilvicollis_1,2481081,5240,2481084,Micrastur gilvicollis,Micrastur,FALCONIFORMES,FALCONIFORMES,FALCONIFORMES,Falconidae,Micrastur,Micrastur gilvicollis,-2.09,209,NA,0,0,y,0,1600,Not a Migrant,5490000,VertFishScav,0,1,6.308346827,NA,NA,NA,-0.682489127,-0.431494201,Micrastur gilvicollis,Micrastur gilvicollis,1.04,170.5,NA,1,NA,NA,0.347532369009696,27.2562972696962,0.347532369009696,27.2562972696962,0.109899384670476,8.61919799548687,0.0777106001487222,6.09469335099826,Micrastur gilvicollis
971968,Micropygia schomburgkii,Micropygia_schomburgkii_1,Micropygia_schomburgkii_1,2474399,9342,2474400,Micropygia schomburgkii,Micropygia,GRUIFORMES,GRUIFORMES,GRUIFORMES,Rallidae,Micropygia,Micropygia schomburgkii,-14.43,31.2,2,1,0,y,0,1250,Not a Migrant,10800000,Invertebrate,0,0,3.357802437,NA,NA,NA,1.417650611,1.827260751,Micropygia schomburgkii,Micropygia schomburgkii,NA,31.2,NA,NA,NA,NA,NA,3.62475239723454,NA,3.62475239723454,NA,1.14624735294166,NA,0.810519276182175,Micropygia schomburgkii
3596429,Momotus lessonii,Momotus_lessonii_1,Momotus_lessonii_1,2475289,5255,6100745,Momotus lessonii,Momotus,CORACIIFORMES,CORACIIFORMES,CORACIIFORMES,Momotidae,Momotus,Momotus lessonii,16.190000000000001,115.48,NA,0,0,y,0,2150,Not a Migrant,1490000,NA,0,1,2.464825941,NA,NA,10.4,-2.524622143,-1.594162859,Momotus momota,Momotus momota,0.51,116.2,0.0173205080756888,3,0.01,0.000149057728706444,0.125642383939021,17.2843556341742,0.125642383939021,17.2843556341742,0.0397316103900666,5.46579316923544,0.028094491134278,3.86489941452949,Momotus lessonii
582941,Monias benschi,Monias_benschi_1,Monias_benschi_1,2474841,5254,2474842,Monias benschi,Monias,MESITORNITHIFORMES,MESITORNITHIFORMES,MESITORNITHIFORMES,Mesitornithidae,Monias,Monias benschi,-22.42,137.94,1.5,0,0,y,0,100,Not a Migrant,13400,Invertebrate,0,1,5.008592486,NA,NA,NA,0.076379995,0.272438042,Monias benschi,Monias benschi,NA,137.94,NA,NA,NA,NA,NA,21.1902369559311,NA,21.1902369559311,NA,6.70094129394154,NA,4.73828102927902,Monias benschi
403772,Morus serrator,Morus_serrator_1,Morus_serrator_1,2480962,9351,5229212,Morus serrator,Morus,SULIFORMES,SULIFORMES,SULIFORMES,Sulidae,Morus,Morus serrator,-39.72,2350,1,0,1,y,0,0,Not a Migrant,5390000,VertFishScav,0,0,12.93457606,NA,4.5,30.70136986,-1.582429586,-1.20660664,Morus bassanus,Morus bassanus,8.587962963,3210,NA,1,NA,NA,7.08118458772896,890.901176536122,7.08118458772896,890.901176536122,2.23926718293039,281.72768879779,1.58340100993858,199.211559196931,Morus serrator
474791,Myiobius barbatus,Myiobius_barbatus_1,Myiobius_barbatus_1,2483292,5291,2483306,Myiobius barbatus,Myiobius,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Tityridae,Myiobius,Myiobius barbatus,-4.01,11.9,2,0,0,y,0,1300,Not a Migrant,12000000,Invertebrate,0,1,2.172476438,50,NA,NA,-1.900016091,-1.594162859,Myiobius villosus,Myiobius villosus,0.3,14.7,NA,1,NA,NA,0.0588973218728344,1.48257050504549,0.0588973218728344,1.48257050504549,0.0186249685202211,0.468829958772991,0.0131698415400343,0.331512843071791,Myiobius barbatus
705964,Myrmornis torquata,Myrmornis_torquata_1,Myrmornis_torquata_1,2490221,5286,2490222,Myrmornis torquata,Myrmornis,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Myrmornis,Myrmornis torquata,-0.9,46.7,1,0,0,y,0,1300,Not a Migrant,5100000,Invertebrate,0,1,3.260327297,45,NA,NA,-2.006493377,-1.594162859,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,0.19,9.4,NA,1,NA,NA,0.0306804232924144,0.871625528429236,0.0306804232924144,0.871625528429236,0.00970200171821116,0.275632193658423,0.00686035120603065,0.194901393249195,Myrmornis torquata
736630,Myrmothera campanisona,Myrmothera_campanisona_1,Myrmothera_campanisona_1,2490553,6101110,2490554,Myrmothera campanisona,Myrmothera,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Grallariidae,Myrmothera,Myrmothera campanisona,-2.56,47,NA,1,0,y,0,1200,Not a Migrant,5480000,Invertebrate,0,1,3.069997886,NA,NA,NA,-2.524622143,-1.594162859,Myrmothera campanisona,Myrmothera campanisona,NA,47,NA,NA,NA,NA,NA,5.89744951675416,NA,5.89744951675416,NA,1.86493728588025,NA,1.31870980133356,Myrmothera campanisona
109023,Nannopterum brasilianus,Phalacrocorax_brasili_1,Nannopterum_brasilianus_1,2481854,5268,9399113,Nannopterum brasilianus,Nannopterum,SULIFORMES,SULIFORMES,SULIFORMES,Phalacrocoracidae,Nannopterum,Nannopterum brasilianus,-11.07,1239.29,3.5,1,1,y,0,5000,Not a Migrant,39700000,VertFishScav,0,0,5.464667654,NA,0.99945235499999996,12.58,-1.884746055,-1.594162859,Phalacrocorax auritus,Phalacrocorax auritus,5.49133333333333,1330,0.00115470053837912,3,0.000666666666666593,8.68195893518139e-07,3.7394243481395,312.795385400676,3.7394243481395,312.795385400676,1.18250980780113,98.9145859456317,0.836160703915777,69.9431744804157,Nannopterum brasilianus
540005,Neodrepanis coruscans,Neodrepanis_coruscans_1,Neodrepanis_coruscans_1,2488943,9332,2488946,Neodrepanis coruscans,Neodrepanis,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Philepittidae,Neodrepanis,Neodrepanis coruscans,-17.54,6.5,2,0,0,y,400,1800,Not a Migrant,208000,FruiNect,0,1,2.20446861,NA,NA,NA,-2.11011913,-1.594162859,Neodrepanis coruscans,Neodrepanis coruscans,NA,6.5,NA,NA,NA,NA,NA,0.562347492911249,NA,0.562347492911249,NA,0.177829891408494,NA,0.125744722112613,Neodrepanis coruscans
356287,Neopelma chrysocephalum,Neopelma_chrysocephalum_1,Neopelma_chrysocephalum_1,2487659,5270,5230515,Neopelma chrysocephalum,Neopelma,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Pipridae,Neopelma,Neopelma chrysocephalum,3.12,15.5,NA,0,0,y,0,700,Not a Migrant,2140000,Omnivore,0,0,2.383540764,NA,NA,NA,-1.686055339,-1.20660664,Chiroxiphia boliviana,Chiroxiphia boliviana,0.3,17,NA,1,NA,NA,0.0588973218728344,1.76202424745874,0.0588973218728344,1.76202424745874,0.0186249685202211,0.557200991441379,0.0131698415400343,0.394000599532066,Neopelma chrysocephalum
